#,Type,Scenario Name,Problem Summary,Prerequisites,Tool Features,Success Criteria,Min Pass,Deliverables,Chain/Category
211,🆕 NEW,Dynamic Arrays - Excel 365 Spilling,Excel 365: formula =UNIQUE(A2:A50) automatically spills results to multiple cells. Returns all unique values without dragging. Dynamic arrays revolutionize Excel formulas.,"None - Excel 365 required, create data with duplicates","Dynamic arrays (Excel 365), spilling results, UNIQUE(), SORT(), FILTER(), SORTBY(), SEQUENCE(), spill range operator (#)","12 criteria, 100 pts",85 pts,"Excel file with spilling formulas, UNIQUE/SORT/FILTER examples, spill range screenshot, documentation (250 words) - Excel 365 required",Excel Advanced Formulas - Excel 365
212,🆕 NEW,FILTER Function - Dynamic Filtering,"Excel 365: =FILTER(sales_data, region=""East"", ""No results""). Returns filtered rows automatically. Changes when source data changes. Dynamic alternative to AutoFilter.",None - Excel 365 required,"FILTER(array, include, [if_empty]), dynamic filtering, boolean arrays, combining conditions (AND: *, OR: +)","11 criteria, 100 pts",80 pts,"Excel file with FILTER function, dynamic results demo, multiple criteria examples, documentation (200 words) - Excel 365",Excel Advanced Formulas - Excel 365
213,🆕 NEW,SORT Function - Dynamic Sorting,"Excel 365: =SORT(data_range, 2, -1) sorts by 2nd column descending. Results update automatically. No manual re-sorting needed. Dynamic sorted lists.",None - Excel 365 required,"SORT(array, [sort_index], [sort_order], [by_col]), dynamic sorting, multiple sort columns, ascending (-1) vs descending (1)","10 criteria, 100 pts",80 pts,"Excel file with SORT function, auto-updating sorted list, multi-column sort demo, documentation (150 words) - Excel 365",Excel Advanced Formulas - Excel 365
214,🆕 NEW,SORTBY - Sort by Different Column,"Excel 365: Sort products by sales amount (in different column). =SORTBY(products, sales_amounts, -1). Sorts array A by values in array B. Powerful sorting control.",None - Excel 365 required,"SORTBY(array, by_array1, [sort_order1], ...), sorting by external criteria, multiple sort keys","10 criteria, 100 pts",80 pts,"Excel file with SORTBY examples, sort-by-another-column demo, documentation (150 words) - Excel 365",Excel Advanced Formulas - Excel 365
215,🆕 NEW,SEQUENCE - Generate Number Series,"Excel 365: =SEQUENCE(10, 1, 100, 10) generates 100, 110, 120... 190. Creates number sequences for testing, row numbers, scenarios. Replaces manual typing.",None - Excel 365 required,"SEQUENCE(rows, [cols], [start], [step]), generating sequences, using in other formulas, calendar generation","9 criteria, 100 pts",75 pts,"Excel file with SEQUENCE examples, generated lists, creative uses, documentation (150 words) - Excel 365",Excel Advanced Formulas - Excel 365
216,🆕 NEW,RANDARRAY - Random Data Generation,"Excel 365: =RANDARRAY(20, 3, 1, 100, TRUE) creates 20×3 grid of random integers 1-100. Perfect for test data, simulations, mock datasets.",None - Excel 365 required,"RANDARRAY(rows, [cols], [min], [max], [integer]), random data generation, testing datasets, volatile function behavior","10 criteria, 100 pts",80 pts,"Excel file with RANDARRAY examples, random datasets, recalculation demo (F9), documentation (150 words) - Excel 365",Excel Advanced Formulas - Excel 365
217,🆕 NEW,LET Function - Named Variables,"Excel 365: Complex formula calculates same subexpression multiple times. LET assigns it to variable, references variable. =LET(tax, amt*0.08, total, amt+tax, total). More readable, faster.",None - Excel 365 required,"LET(name1, value1, [name2, value2, ...], calculation), defining variables, formula readability, calculation efficiency","11 criteria, 100 pts",80 pts,"Excel file with LET examples, before/after comparison, complex formula simplification, documentation (200 words) - Excel 365",Excel Advanced Formulas - Excel 365
218,🆕 NEW,LAMBDA - Custom Reusable Functions,"Excel 365: Create custom function: TAXCALC =LAMBDA(amount, rate, amount*rate). Name it, use like built-in function: =TAXCALC(1000, 0.08). Define once, use everywhere.","None - Excel 365 required, Name Manager access","LAMBDA(parameter1, [parameter2, ...], calculation), creating custom functions, Name Manager, function parameters","12 criteria, 100 pts",85 pts,"Excel file with LAMBDA function defined, usage examples, Name Manager screenshot, documentation (250 words) - Excel 365",Excel Advanced Formulas - Excel 365
219,🆕 NEW,IFS Function - Multiple Conditions,"Grading: =IFS(score>=90,""A"", score>=80,""B"", score>=70,""C"", score>=60,""D"", TRUE,""F""). Cleaner than nested IF. Tests conditions sequentially, returns first TRUE.",None - create student scores,"IFS(condition1, value1, condition2, value2, ...), multiple conditions, TRUE as catch-all, versus nested IF","10 criteria, 100 pts",80 pts,"Excel file with IFS grading formula, comparison to nested IF, documentation (150 words)",Excel Advanced Formulas
220,🆕 NEW,SWITCH - Value Mapping,"Day number to name: =SWITCH(day_num, 1,""Mon"", 2,""Tue"", 3,""Wed"", 4,""Thu"", 5,""Fri"", 6,""Sat"", 7,""Sun"", ""Invalid""). Like CASE statement in programming. Cleaner than nested IFs for exact matches.",None - create scenarios needing value mapping,"SWITCH(expression, value1, result1, value2, result2, ..., [default]), exact value matching, versus IFS/nested IF","10 criteria, 100 pts",80 pts,"Excel file with SWITCH examples, day/month mapping, comparison to IF, documentation (150 words)",Excel Advanced Formulas
221,🆕 NEW,TEXTJOIN - Advanced Concatenation,"Combine names with delimiter: =TEXTJOIN("", "", TRUE, A2:A10) gives ""John, Mary, Bob"". Automatically skips blanks. Better than repeated & operators. Excel 2019+.",None - create list with some blank cells,"TEXTJOIN(delimiter, ignore_empty, text1, [text2, ...]), joining with separators, skipping blanks, range inputs","9 criteria, 100 pts",75 pts,"Excel file with TEXTJOIN examples, blank handling demo, documentation (150 words) - Excel 2019+",Excel Advanced Formulas
222,🆕 NEW,CONCAT - Range Concatenation,Join all cells in range: =CONCAT(A1:A10) combines values. Simpler than CONCATENATE for ranges. No delimiters (use TEXTJOIN for that). Excel 2019+.,None - create text range,"CONCAT(text1, [text2, ...]), range concatenation, versus CONCATENATE, no delimiter version of TEXTJOIN","8 criteria, 100 pts",75 pts,"Excel file with CONCAT examples, range joining demo, documentation (100 words) - Excel 2019+",Excel Advanced Formulas
223,🆕 NEW,EOMONTH - End of Month Dates,"Contract expires end of month 3 months from start date. =EOMONTH(start_date, 3) calculates last day of that month. Financial/billing calculations.",None - create contract dates,"EOMONTH(start_date, months), last day of month calculation, billing cycles, date series generation","9 criteria, 100 pts",75 pts,"Excel file with EOMONTH examples, month-end calculations, documentation (150 words)",Excel Advanced Formulas
224,🆕 NEW,DATEDIF - Date Difference,"Age calculation: =DATEDIF(birthdate, TODAY(), ""Y"") returns complete years. ""M"" for months, ""D"" for days. Undocumented but widely used function.",None - create birthdates,"DATEDIF(start_date, end_date, unit), ""Y"" years, ""M"" months, ""D"" days, ""YM"" months ignoring years, age calculations","10 criteria, 100 pts",80 pts,"Excel file with DATEDIF age calculations, different units demonstrated, documentation (150 words) - note undocumented status",Excel Advanced Formulas
225,🆕 NEW,WORKDAY - Business Days,"Project deadline: start date + 20 business days (excluding weekends and holidays). =WORKDAY(start, 20, holidays). Automatic weekend/holiday skipping.",None - create project dates and holiday list,"WORKDAY(start_date, days, [holidays]), business day calculation, excluding weekends, holiday list reference","10 criteria, 100 pts",80 pts,"Excel file with WORKDAY formulas, holiday exclusion demo, business day calculation, documentation (150 words)",Excel Advanced Formulas
226,🆕 NEW,WEEKNUM - Week Number Assignment,"Sales reporting by ISO week number. =WEEKNUM(date, 21) assigns week 1-53. Different numbering systems (week starts Sunday/Monday). Useful for weekly aggregation.",None - create daily dates spanning year,"WEEKNUM(serial_number, [return_type]), ISO 8601 week numbering, week starting Sunday vs Monday, weekly reporting","9 criteria, 100 pts",75 pts,"Excel file with WEEKNUM examples, weekly grouping demo, documentation (150 words)",Excel Advanced Formulas
227,🆕 NEW,TEXTBEFORE / TEXTAFTER - Text Parsing,"Excel 365: Email ""john.doe@company.com"", extract name before @: =TEXTBEFORE(email, ""@""). Extract domain after @: =TEXTAFTER(email, ""@""). Simple text splitting.","None - Excel 365 required, create emails/URLs","TEXTBEFORE(text, delimiter, [instance], [match_mode], [match_end]), TEXTAFTER(), text parsing, versus LEFT/MID/RIGHT","10 criteria, 100 pts",80 pts,"Excel file with TEXTBEFORE/AFTER, email/URL parsing, documentation (150 words) - Excel 365",Excel Advanced Formulas - Excel 365
228,🆕 NEW,VSTACK / HSTACK - Combine Arrays,"Excel 365: Combine two tables vertically: =VSTACK(table1, table2) stacks rows. Horizontally: =HSTACK(col1, col2) adds columns. Dynamic array combination.",None - Excel 365 required,"VSTACK(array1, [array2, ...]), HSTACK(array1, [array2, ...]), combining arrays, dynamic table assembly","10 criteria, 100 pts",80 pts,"Excel file with VSTACK/HSTACK demos, table combination examples, documentation (150 words) - Excel 365",Excel Advanced Formulas - Excel 365
229,🆕 NEW,CHOOSECOLS / CHOOSEROWS - Array Subsetting,"Excel 365: Extract specific columns from array: =CHOOSECOLS(data, 1, 3, 5) returns 1st, 3rd, 5th columns only. CHOOSEROWS for specific rows. Array slicing.",None - Excel 365 required,"CHOOSECOLS(array, col_num1, ...), CHOOSEROWS(array, row_num1, ...), extracting array subsets, column/row selection","10 criteria, 100 pts",80 pts,"Excel file with CHOOSECOLS/ROWS, array subsetting demos, documentation (150 words) - Excel 365",Excel Advanced Formulas - Excel 365
230,🆕 NEW,XLOOKUP - Modern Lookup Function,"Excel 365: =XLOOKUP(lookup, lookup_array, return_array, [if_not_found], [match_mode], [search_mode]). Replaces VLOOKUP/HLOOKUP/INDEX-MATCH. Can look left, default value, exact/approximate/wildcard matching.",None - Excel 365 required,"XLOOKUP() parameters, advantages over VLOOKUP, bidirectional lookup, multiple match modes, search modes (first-to-last, binary)","13 criteria, 100 pts",85 pts,"Excel file with XLOOKUP examples, comparison to VLOOKUP/INDEX-MATCH, all match modes demo, documentation (250 words) - Excel 365",Excel Advanced Formulas - Excel 365
231,🆕 NEW,Basic Pivot Table Creation,"Sales data: 500 rows with Date, Region, Product, Salesperson, Amount. Create pivot showing total sales by Region (rows) and Product (columns). Quick summary without formulas.",None - create sample sales transaction data,"Insert PivotTable, drag-and-drop fields, Row Labels, Column Labels, Values area, Sum/Count/Average, pivot table basics","10 criteria, 100 pts",80 pts,"Excel file with source data and pivot table, cross-tab summary screenshot, documentation (200 words)",Excel Pivot Tables - START
232,🆕 NEW,Pivot Table Filters and Slicers,"Pivot table showing all years. Add Year filter to dropdown, select 2024 only. Add Slicer for Region - visual buttons for filtering. Interactive dashboard controls.",None - create multi-year/region sales data,"Report Filters, slicers (Insert Slicer), slicer formatting, connecting multiple pivots to same slicer, clearing filters","11 criteria, 100 pts",80 pts,"Excel file with filtered pivot and slicers, interactive filtering demo screenshot, documentation (200 words)",Excel Pivot Tables
233,🆕 NEW,Calculated Fields in Pivot Tables,"Pivot shows Revenue and Cost. Need Profit = Revenue - Cost calculated within pivot. Insert Calculated Field, define formula. New column appears in pivot automatically.",None - create data with revenue and cost columns,"Insert Calculated Field, formula definition, using field names in formulas, calculated field limitations","10 criteria, 100 pts",80 pts,"Excel file with pivot including calculated field, Profit column demo, documentation (150 words)",Excel Pivot Tables
234,🆕 NEW,Pivot Table Date Grouping,"Daily sales data (365 rows). Pivot automatically groups dates by Month, Quarter, Year. Right-click date → Group. Instant time aggregation without formulas.",None - create daily transaction data,"Grouping dates, months/quarters/years, custom grouping periods, ungrouping, automatic date intelligence","10 criteria, 100 pts",80 pts,"Excel file with date-grouped pivot, monthly/quarterly summaries, grouping dialog screenshot, documentation (150 words)",Excel Pivot Tables
235,🆕 NEW,Value Field Settings - Show As Options,"Sales pivot: instead of showing amounts, show ""% of Grand Total"" or ""% of Row Total"". Value Field Settings → Show Values As. Different perspectives on same data.",None - create sales data,"Value Field Settings, Show Values As (% of total, difference from, running total, rank), calculation options","11 criteria, 100 pts",80 pts,"Excel file with pivot showing percentages, multiple ""Show As"" examples, documentation (200 words)",Excel Pivot Tables
236,🆕 NEW,Multiple Value Fields,"Pivot showing both SUM(Sales) and AVERAGE(Sales) side-by-side. Drag Sales to Values area twice, set one to Sum and one to Average. Multiple aggregations of same field.",None - create sales data,"Multiple value fields, different aggregations (Sum, Average, Count, Min, Max), custom names, layout options","9 criteria, 100 pts",75 pts,"Excel file with pivot showing multiple aggregations, Sum and Average together screenshot, documentation (150 words)",Excel Pivot Tables
237,🆕 NEW,PivotChart - Visualizing Pivot Data,Pivot table shows sales by region and quarter. Insert PivotChart linked to pivot. Filter pivot → chart updates automatically. Interactive visualizations.,None - create sales data,"Insert PivotChart, chart types with pivots, linked filtering, chart field buttons, formatting pivot charts","10 criteria, 100 pts",80 pts,"Excel file with pivot and linked pivot chart, interactive demo, documentation (150 words)",Excel Pivot Tables
238,🆕 NEW,Slicers for Multiple Pivots,"Dashboard with 3 pivot tables: Sales, Costs, Profit. Single Region slicer controls all three. Connect slicer to multiple pivots via Report Connections.","None - create dataset, 3 pivots on same data","Slicer Report Connections, connecting to multiple pivots, dashboard creation, synchronized filtering","11 criteria, 100 pts",80 pts,"Excel file with multi-pivot dashboard, shared slicer demo, Report Connections screenshot, documentation (200 words)",Excel Pivot Tables
239,🆕 NEW,Timeline - Date Slicer,"Pivot with dates. Insert Timeline (similar to slicer but for dates). Select date ranges visually: Q1 2024, last 6 months, etc. Time-based filtering made easy.",None - create time-series sales data,"Insert Timeline, time period selection (days, months, quarters, years), timeline formatting, clearing selections","9 criteria, 100 pts",75 pts,"Excel file with pivot and timeline, date range filtering demo screenshot, documentation (150 words)",Excel Pivot Tables
240,🆕 NEW,Pivot Table Styles and Formatting,"Pivot table needs professional appearance. Apply PivotTable Style, customize colors, add banded rows, bold headers. Consistent corporate branding.",None - create basic pivot,"PivotTable Styles, style options, banding, header formatting, creating custom styles, design tab options","9 criteria, 100 pts",75 pts,"Excel file with formatted pivot, before/after comparison, style gallery screenshot, documentation (150 words)",Excel Pivot Tables
241,🆕 NEW,GETPIVOTDATA - Extracting Pivot Values,"Formula references specific pivot value: =GETPIVOTDATA(""Sales"", $A$3, ""Region"", ""East"", ""Product"", ""Laptop""). Precise pivot value extraction. Updates when pivot refreshes.",None - create pivot table,"GETPIVOTDATA syntax, field/item specification, advantages over cell references, turning off automatic GETPIVOTDATA","11 criteria, 100 pts",80 pts,"Excel file with pivot and GETPIVOTDATA formulas, dynamic reference demo, documentation (200 words)",Excel Pivot Tables
242,🆕 NEW,Pivot Table Data Model,"Two related tables: Sales and Products (related by ProductID). Add both to Data Model, create relationship. Single pivot shows data from both tables. Power Pivot basics.",None - create two related tables,"Data Model, Add to Data Model, creating relationships, Manage Data Model, multi-table pivots","12 criteria, 100 pts",85 pts,"Excel file with Data Model relationship, multi-table pivot demo, Manage Data Model screenshot, documentation (250 words)",Excel Pivot Tables - Data Model
243,🆕 NEW,Distinct Count in Pivot,"Count unique customers (not order count). Add data to Data Model, pivot can now do ""Distinct Count"" aggregation. Counts unique values, not total occurrences.",None - create orders data with repeat customers,"Distinct Count (Data Model feature), versus Count, adding to Data Model for distinct count, unique value aggregation","10 criteria, 100 pts",80 pts,"Excel file with distinct count pivot, comparison to regular count, documentation (150 words)",Excel Pivot Tables - Data Model
244,🆕 NEW,Pivot Table Refresh,Source data changed (new rows added). Pivot shows old totals. Right-click → Refresh updates pivot with new data. Manual vs auto-refresh on file open.,"None - create pivot, then modify source data","Refresh PivotTable, Refresh All, auto-refresh options, when refresh needed, preserving formatting after refresh","8 criteria, 100 pts",75 pts,"Excel file showing refresh process, before/after refresh comparison, documentation (150 words)",Excel Pivot Tables
245,🆕 NEW,PivotTable Options Configuration,"PivotTable Options dialog: customize layout, formatting, totals display, empty cell handling, error values, field list display. Tailoring pivot behavior.",None - create pivot table,"PivotTable Options dialog, layout options, format options, totals and filters, display settings, data options","11 criteria, 100 pts",80 pts,"Excel file with customized pivot, PivotTable Options screenshot, settings explanation, documentation (200 words)",Excel Pivot Tables
246,🆕 NEW,Goal Seek - Reverse Calculation,"Budget model: know desired profit ($50k), need to find required sales. Goal Seek: set Profit cell to $50k by changing Sales cell. Excel solves backwards.",None - create simple profit model (Revenue - Costs = Profit),"Goal Seek (Data tab → What-If Analysis), setting target value, changing cell selection, iterative solving","10 criteria, 100 pts",80 pts,"Excel file with model and Goal Seek demo, before/after values, Goal Seek dialog screenshot, documentation (200 words)",Excel Analysis Tools - START
247,🆕 NEW,One-Variable Data Table,"Loan calculator: see monthly payment at different interest rates (3%, 3.5%, 4%... 7%). Data Table tests formula with different inputs automatically. Scenario analysis.",None - create loan calculation (PMT formula),"Data Table (one variable), row/column input cells, formula reference, creating rate/payment table","11 criteria, 100 pts",80 pts,"Excel file with loan calc and data table, rate sensitivity table, documentation (200 words)",Excel Analysis Tools
248,🆕 NEW,Two-Variable Data Table,Profit = (Price × Quantity) - Fixed Costs. Create matrix showing profit at different Price (rows) AND Quantity (columns) combinations. Two-variable sensitivity analysis.,None - create profit model,"Data Table (two variables), row input, column input, matrix of results, complex scenario analysis","12 criteria, 100 pts",85 pts,"Excel file with two-variable data table, profit matrix screenshot, documentation (200 words)",Excel Analysis Tools
249,🆕 NEW,Scenario Manager,"Budget with three scenarios: Best Case (high sales, low costs), Worst Case, Expected. Scenario Manager stores each scenario, switches between them. Compare scenarios side-by-side.",None - create budget model with assumptions,"Scenario Manager (What-If Analysis), adding scenarios, changing cells, result cells, scenario summary report","11 criteria, 100 pts",80 pts,"Excel file with scenarios defined, scenario switching demo, summary report, documentation (200 words)",Excel Analysis Tools
250,🆕 NEW,Solver - Optimization with Constraints,"Production planning: maximize profit subject to constraints (limited labor hours, materials, demand). Solver finds optimal product mix. Linear programming in Excel.",None - create production model with constraints,"Solver add-in, objective cell, decision variables, constraints, solving method (Simplex LP, GRG Nonlinear)","14 criteria, 100 pts",90 pts,"Excel file with Solver model, optimal solution, Solver dialog screenshot, documentation (300 words)",Excel Analysis Tools - Solver
251,🆕 NEW,Descriptive Statistics,"Dataset: test scores for 100 students. Analysis ToolPak → Descriptive Statistics generates mean, median, mode, standard deviation, variance, range, min, max, count. Complete statistical summary.","None - create test scores dataset, enable Analysis ToolPak","Analysis ToolPak add-in, Descriptive Statistics tool, statistical measures, summary output","10 criteria, 100 pts",80 pts,"Excel file with data and descriptive statistics output, statistical summary table, documentation (200 words)",Excel Analysis Tools - ToolPak
252,🆕 NEW,Histogram with Analysis ToolPak,"Test scores 0-100. Create histogram showing frequency distribution: how many scores in 0-10, 11-20, etc. bins. Frequency chart generation.","None - create score data, enable Analysis ToolPak","Histogram tool (Analysis ToolPak), bin specification, frequency calculation, chart output","10 criteria, 100 pts",80 pts,"Excel file with histogram output, frequency distribution chart, documentation (150 words)",Excel Analysis Tools - ToolPak
253,🆕 NEW,Regression Analysis,"Advertising spend vs Sales: does spending predict sales? Regression analysis gives equation (Sales = $500 + $2.50 × Spend), R² value (correlation strength).",None - create advertising/sales paired data,"Regression tool (Analysis ToolPak), independent/dependent variables, regression output (coefficients, R², ANOVA), interpreting results","13 criteria, 100 pts",85 pts,"Excel file with regression analysis output, regression statistics table, documentation (250 words on interpretation)",Excel Analysis Tools - ToolPak
254,🆕 NEW,Moving Average Calculation,Stock prices with daily volatility. Calculate 7-day moving average to smooth trend. Moving Average tool creates smoothed series.,None - create volatile time series data,"Moving Average tool (Analysis ToolPak), interval specification, output range, trend smoothing","9 criteria, 100 pts",75 pts,"Excel file with original and smoothed data, trend comparison chart, documentation (150 words)",Excel Analysis Tools - ToolPak
255,🆕 NEW,Correlation Analysis,"Multiple variables: Advertising, Price, Competition, Weather. Which correlates most with Sales? Correlation tool generates correlation matrix. Values near 1/-1 = strong correlation.",None - create multi-variable dataset,"Correlation tool (Analysis ToolPak), correlation matrix, interpreting coefficients (-1 to 1), causation vs correlation","11 criteria, 100 pts",80 pts,"Excel file with correlation matrix output, heatmap visualization, documentation (200 words)",Excel Analysis Tools - ToolPak
256,🆕 NEW,Sampling - Random Subset,"Database with 10,000 records. Need random sample of 100 for survey. Sampling tool selects random subset. Representative sample selection.",None - create large dataset,"Sampling tool (Analysis ToolPak), random vs periodic sampling, sample size selection","9 criteria, 100 pts",75 pts,"Excel file with sampling output, random sample verification, documentation (150 words)",Excel Analysis Tools - ToolPak
257,🆕 NEW,Rank and Percentile,"Student scores: rank each student (1=highest) and show percentile (top 10%, top 25%, etc.). Rank and Percentile tool does both.",None - create student scores,"Rank and Percentile tool (Analysis ToolPak), ranking order, percentile calculation, output format","9 criteria, 100 pts",75 pts,"Excel file with rank/percentile output, ranking table, documentation (150 words)",Excel Analysis Tools - ToolPak
258,🆕 NEW,T-Test - Comparing Means,"Two groups: Control (n=30) and Treatment (n=30) test scores. Is difference statistically significant? T-Test computes p-value. If p<0.05, difference significant.",None - create two-group data,"t-Test tool (Analysis ToolPak), paired vs two-sample, equal vs unequal variance, p-value interpretation","12 criteria, 100 pts",85 pts,"Excel file with t-test output, statistical significance interpretation, documentation (250 words)",Excel Analysis Tools - ToolPak
259,🆕 NEW,ANOVA - Comparing Multiple Groups,"Four teaching methods: traditional, online, hybrid, flipped. Compare average test scores across all four. ANOVA tests if ANY group differs significantly.",None - create multi-group data,"ANOVA tool (Analysis ToolPak), single factor ANOVA, F-statistic, p-value, comparing 3+ groups","12 criteria, 100 pts",85 pts,"Excel file with ANOVA output, F-test results, documentation (250 words)",Excel Analysis Tools - ToolPak
260,🆕 NEW,Forecast Sheet - Time Series Prediction,Excel 2016+: historical monthly sales 24 months. Forecast Sheet generates 12-month prediction with confidence intervals. Built-in forecasting without formulas.,"None - create time series data, Excel 2016+ required","Forecast Sheet (Data tab), ETS algorithm, confidence intervals, seasonality detection, forecast chart","11 criteria, 100 pts",80 pts,"Excel file with forecast output, prediction chart with confidence bands, documentation (200 words) - Excel 2016+",Excel Analysis Tools
