#,Type,Scenario Name,Problem Summary,Prerequisites,Tool Features,Success Criteria,Min Pass,Deliverables,Chain/Category
61,🔗 CONTINUES,ROW_NUMBER - Sales Ranking,"GlobalTech sales team compensation based on monthly rank. Each salesperson needs sequential rank (1, 2, 3...) within their month based on revenue. Ties get different numbers. Generate monthly commission reports.",Assignment #1 (employees) or create sales_reps table with monthly_revenue,"ROW_NUMBER(), OVER clause, PARTITION BY for grouping, ORDER BY within window, window function basics","10 criteria, 100 pts",80 pts,"SQL script with ROW_NUMBER partitioned by month, ranked results screenshot, documentation explaining window functions",Employee Chain or STANDALONE
62,🆕 NEW,RANK vs DENSE_RANK - Tournament Standings,"Gaming tournament with tied scores. Show both RANK (1,2,2,4) and DENSE_RANK (1,2,2,3) side-by-side so organizers understand difference. Prizes awarded by RANK (3rd place skipped if two 2nds), leaderboard uses DENSE_RANK.",None - create tournament_results table with player scores,"RANK(), DENSE_RANK(), handling ties, gap vs no-gap ranking, comparing ranking methods","10 criteria, 100 pts",80 pts,"SQL script showing both RANK and DENSE_RANK, side-by-side comparison screenshot, documentation explaining differences",STANDALONE - Ranking function comparison
63,🔗 CONTINUES,Running Total - Cumulative Sales,"E-Shop CFO needs cumulative revenue chart: Day 1 = $1,000, Day 2 = $1,000 + $1,200 = $2,200, Day 3 = $2,200 + $900 = $3,100. Show running total for entire year for cash flow monitoring.",Assignment #3 (orders with daily sales),"SUM() OVER, ROWS UNBOUNDED PRECEDING, running totals, cumulative aggregates, window frames","10 criteria, 100 pts",80 pts,"SQL script with running total, cumulative sales screenshot, documentation explaining ROWS UNBOUNDED PRECEDING",Order Chain: #3→#5→#11→#22→#23→#112→#113→#119
64,🔗 CONTINUES,7-Day Moving Average,E-Shop daily sales volatile (big spikes and drops). Marketing wants 7-day moving average to see true trend without noise. Each day shows average of that day plus 6 days before.,Assignment #3 (orders with daily sales),"AVG() OVER, ROWS N PRECEDING, sliding window, moving averages, trend smoothing","10 criteria, 100 pts",80 pts,"SQL script with 7-day moving average, smoothed trend screenshot, documentation explaining moving windows",Order Chain: #3→#5→#11→#22→#23→#112→#113→#119
65,🔗 CONTINUES,LAG and LEAD - Month-over-Month Growth,"E-Shop investors want month-over-month revenue comparison. Show: current month revenue, previous month revenue, growth amount, growth percentage. Identify months with declining revenue.",Assignment #3 (orders grouped by month),"LAG(), LEAD(), accessing previous/next rows, period-over-period comparison, growth calculations","11 criteria, 100 pts",80 pts,"SQL script with LAG for prior month, MoM growth calculations, comparison screenshot, documentation",Order Chain: #3→#5→#11→#22→#23→#112→#113→#119
66,🆕 NEW,FIRST_VALUE and LAST_VALUE,Stock price analysis: compare each day's closing price to month's first trading day and last trading day. Show deviation from month open and month close for volatility analysis.,None - create stock_prices table with daily data,"FIRST_VALUE(), LAST_VALUE(), window frames, RANGE vs ROWS, frame specification","11 criteria, 100 pts",80 pts,"SQL script with FIRST_VALUE and LAST_VALUE, price comparison screenshot, documentation on frame specification",STANDALONE - Value access functions
67,🆕 NEW,NTILE - Customer Quartiles,"Marketing segmentation: divide customers into 4 equal groups by total spending. Q1 = top 25% (VIP), Q2 = 26-50%, Q3 = 51-75%, Q4 = bottom 25%. Assign different marketing strategies per quartile.",None - create customers with total_spent,"NTILE(), quartile calculation, percentile grouping, equal distribution, segmentation","9 criteria, 100 pts",75 pts,"SQL script with NTILE(4), quartile assignment screenshot, customer distribution by quartile, documentation",STANDALONE - Quartile segmentation
68,🆕 NEW,PERCENT_RANK - Percentile Calculation,Employee salary percentile report: show where each employee's salary ranks as percentage (0.0 to 1.0). Salary at 75th percentile = 0.75. Used for market compensation analysis.,None - create employees with salaries,"PERCENT_RANK(), percentile calculation, 0-1 scale, relative position, distribution analysis","9 criteria, 100 pts",75 pts,"SQL script with PERCENT_RANK, percentile distribution screenshot, documentation explaining percentile ranks",STANDALONE - Percentile analysis
69,🆕 NEW,CUME_DIST - Cumulative Distribution,"Product pricing analysis: for each price point, show what percentage of products are priced at or below that amount. Helps set competitive pricing (e.g., ""80% of products cost less than $150"").",None - create products with prices,"CUME_DIST(), cumulative distribution function, distribution analysis, statistical percentiles","9 criteria, 100 pts",75 pts,"SQL script with CUME_DIST, distribution analysis screenshot, documentation on cumulative distribution",STANDALONE - Distribution analysis
70,🆕 NEW,Complex Window Frame - Centered Moving Average,"Weather data smoothing: 5-day centered moving average (2 days before, current day, 2 days after). More balanced than backward-looking average. Handle edge cases at start/end of dataset.",None - create weather data with daily temperatures,"ROWS BETWEEN X PRECEDING AND Y FOLLOWING, custom window frames, centered windows, edge case handling","11 criteria, 100 pts",80 pts,"SQL script with centered window, smoothed data screenshot, documentation on BETWEEN frames",STANDALONE - Custom window frames
71,🔗 CONTINUES,ROLLUP - Sales Hierarchy Totals,"E-Shop quarterly sales report needs: (1) Detail: each region + product line combination, (2) Subtotals: each region's total, (3) Grand total: entire company. ROLLUP generates hierarchy automatically.",Assignment #3 + create regions table,"GROUP BY ROLLUP, hierarchical aggregation, subtotals, grand totals, GROUPING() function","11 criteria, 100 pts",80 pts,"SQL script with ROLLUP, hierarchical report screenshot showing detail/subtotals/grand total, documentation",Order Chain: #3→#5→#11→#22→#23→#112→#113→#119
72,🆕 NEW,CUBE - Multidimensional Analysis,"Business intelligence needs all possible combinations: sales by (1) year only, (2) product only, (3) year+product, (4) grand total. CUBE generates ALL aggregation combinations automatically.",None - create sales table with year and product dimensions,"GROUP BY CUBE, multidimensional aggregation, all combinations, cross-tabulation, OLAP concepts","12 criteria, 100 pts",80 pts,"SQL script with CUBE, all aggregation combinations screenshot, documentation explaining CUBE vs ROLLUP",STANDALONE - Multidimensional aggregation
73,🆕 NEW,GROUPING SETS - Selective Aggregations,"CFO wants specific aggregations only: (1) year+month, (2) product category, (3) overall total. Don't want all CUBE combinations (too many). GROUPING SETS specifies exact groupings needed.",None - create sales table with multiple dimensions,"GROUPING SETS, selective aggregation, efficient grouping, specifying exact combinations","10 criteria, 100 pts",80 pts,"SQL script with GROUPING SETS, selective aggregations screenshot, documentation comparing to ROLLUP/CUBE",STANDALONE - Selective grouping
74,🆕 NEW,FILTER Clause - Conditional Aggregation,"Order status dashboard: COUNT(DISTINCT customer_id) FILTER (WHERE status='Completed'), COUNT(*) FILTER (WHERE status='Cancelled'). Cleaner than multiple CASE WHEN statements.",None - create orders with status,"FILTER clause (PostgreSQL 9.4+), conditional aggregates, filtered aggregation, cleaner alternative to CASE","9 criteria, 100 pts",75 pts,"SQL script with FILTER clause, conditional counts screenshot, documentation comparing FILTER to CASE WHEN",STANDALONE - Conditional aggregation
75,🔗 CONTINUES,Manual Pivot - Months as Columns,"E-Shop board presentation needs months as columns: Jan | Feb | Mar | Apr... instead of rows. Transform: SUM(CASE WHEN month=1 THEN revenue END) as Jan, etc. Manual pivot without PIVOT function.",Assignment #3 (orders),"CASE WHEN for pivoting, conditional SUM, pivot transformation, months as columns","11 criteria, 100 pts",80 pts,"SQL script with CASE pivot, pivoted results screenshot (12 month columns), documentation on manual pivot",Order Chain: #3→#5→#11→#22→#23→#112→#113→#119
76,🆕 NEW,Nested Aggregation - Average of Averages,"Corporate wants ""average of regional averages"" which differs from overall average. If Region A avg=$100 (1000 products) and Region B avg=$50 (10 products), average of averages=$75, but overall avg≠$75. Demonstrate difference.",None - create products with regions and prices,"Nested aggregation, subquery with aggregates, AVG of AVG, multi-level grouping, weighted vs unweighted averages","10 criteria, 100 pts",80 pts,"SQL script with nested AVG, comparison showing difference, documentation explaining why they differ",STANDALONE - Multi-level aggregation
77,🆕 NEW,HAVING with Multiple Conditions,"Find high-performing product categories: SUM(revenue) > $100,000 AND COUNT(DISTINCT customer_id) > 50 AND AVG(order_size) > $500. Multiple aggregate conditions to identify best categories.",None - create orders/products table,"HAVING clause, multiple aggregate conditions, complex filtering, AND/OR in HAVING","9 criteria, 100 pts",75 pts,"SQL script with complex HAVING, filtered categories screenshot, documentation on HAVING vs WHERE",STANDALONE - Complex HAVING filters
78,🆕 NEW,STRING_AGG with Ordering,"Customer order summary emails: list all products ordered, sorted by price descending. ""You ordered: Laptop ($999), Mouse ($29), Cable ($9)"" - comma-separated, price-ordered list.",None - create orders and order_items,"STRING_AGG (PostgreSQL), GROUP_CONCAT (MySQL) with ORDER BY, ordered aggregation, delimiter specification","9 criteria, 100 pts",75 pts,"SQL script with ordered STRING_AGG, formatted lists screenshot, documentation on ordering aggregated strings",STANDALONE - Ordered string aggregation
79,🆕 NEW,ARRAY_AGG - Array Collection,"Collect all product IDs per customer into array for downstream processing: customer_id=1 → [101, 205, 387]. Arrays can be queried with array operators (ANY, ALL, contains).",None - PostgreSQL database,"ARRAY_AGG, array functions, array operators (ANY, ALL, @>, &&), array querying","10 criteria, 100 pts",80 pts,"SQL script with ARRAY_AGG, array results screenshot, array query examples, documentation",STANDALONE - Array aggregation (PostgreSQL)
80,🆕 NEW,JSON Aggregation for API Output,"REST API endpoint needs JSON response: {customer_id: 1, orders: [{order_id: 101, total: 99.99}, {order_id: 102, total: 149.99}]}. Generate JSON directly in SQL for API.",None - create customers and orders,"JSON_AGG, JSON_OBJECT_AGG, JSON_BUILD_OBJECT, generating JSON in SQL, API response formatting","11 criteria, 100 pts",80 pts,"SQL script generating JSON, JSON output screenshot, valid JSON verification, documentation",STANDALONE - JSON generation
81,🆕 NEW,EXPLAIN Analysis Basics,"Slow query taking 30+ seconds. Use EXPLAIN ANALYZE to understand execution plan. Identify: sequential scans, nested loops, hash joins, sort operations. Find bottlenecks in execution.",None - create table with 100k+ rows,"EXPLAIN, EXPLAIN ANALYZE, reading execution plans, identifying bottlenecks, cost estimation","10 criteria, 100 pts",80 pts,"SQL script with slow query + EXPLAIN, execution plan screenshot annotated with bottlenecks, documentation",Performance Series START
82,🔗 CONTINUES,Basic Index Creation,"Query filtering by email takes 15 seconds on 1 million customers. WHERE email='x' causes full table scan. Create index on email column, measure before/after performance.",Assignment #3 (customers) or create large customer table,"CREATE INDEX, single-column index, index selection, B-tree indexes, performance measurement","9 criteria, 100 pts",75 pts,"SQL script with CREATE INDEX, before/after EXPLAIN screenshots, performance comparison, documentation",Performance Series
83,🔗 CONTINUES,Composite Index,"Query: WHERE department='Sales' AND hire_date > '2023-01-01' ORDER BY salary. Single-column indexes not helping. Create composite index on (department, hire_date, salary) in optimal order.",Assignment #1 (employees),"Composite index, multi-column index, column order importance, covering index concepts","11 criteria, 100 pts",80 pts,"SQL script with composite index, column order testing, EXPLAIN screenshots, documentation on order",Performance Series
84,🆕 NEW,Partial Index,"Table has 10 million orders, 95% are status='Delivered', 5% are status='Active'. Queries only care about Active orders. Create partial index: WHERE status='Active' for much smaller, faster index.",None - create orders table with status distribution,"Partial index, conditional index, WHERE clause in CREATE INDEX, index size reduction","10 criteria, 100 pts",80 pts,"SQL script with partial index, index size comparison, EXPLAIN screenshots, documentation",Performance Series
85,🆕 NEW,Index Maintenance - REINDEX,"After millions of updates/deletes, indexes become fragmented and slow. Run REINDEX or REBUILD INDEX to defragment. Measure index size and query performance before/after.","None - create table, insert/delete data to cause fragmentation","REINDEX, REBUILD INDEX, index fragmentation, maintenance, performance restoration","9 criteria, 100 pts",75 pts,"SQL script with fragmentation creation + REINDEX, before/after metrics, documentation",Performance Series
86,🔗 CONTINUES,Query Refactoring,"Nested subquery query taking 45 seconds. Refactor to use CTEs and JOINs instead. Same results, better performance, more readable. Measure improvement.",Any previous complex query assignment,"Query refactoring, CTE conversion, JOIN optimization, readability improvement","10 criteria, 100 pts",80 pts,"SQL script (before/after versions), performance comparison, EXPLAIN comparison, documentation",Performance Series
87,🆕 NEW,Materialized View,"Complex dashboard aggregation query runs every page load (5 seconds each). Pre-compute results in materialized view, refresh nightly. Dashboard now loads in 50ms.",None - create base tables for complex aggregation,"CREATE MATERIALIZED VIEW, REFRESH MATERIALIZED VIEW, pre-computation, refresh strategies","11 criteria, 100 pts",80 pts,"SQL script with mat view creation, refresh strategy, performance comparison, documentation",Performance Series
88,🆕 NEW,Table Partitioning by Date,"Orders table has 50 million rows spanning 5 years. Queries always filter by date. Partition by year: queries only scan relevant partition, not entire table. Massive speedup.",None - create large orders table,"Table partitioning, PARTITION BY RANGE, partition pruning, date-based partitioning","12 criteria, 100 pts",85 pts,"SQL script with partition creation, EXPLAIN showing partition pruning, performance comparison, documentation",Performance Series
89,🆕 NEW,Statistics Update - ANALYZE,Query planner choosing sequential scan instead of index because statistics outdated. Run ANALYZE to update table statistics. Planner now chooses optimal index scan.,"None - create table, add index, modify data significantly","ANALYZE, UPDATE STATISTICS, query planner, statistics maintenance, plan improvement","9 criteria, 100 pts",75 pts,"SQL script showing bad plan, ANALYZE, improved plan, EXPLAIN comparisons, documentation",Performance Series
90,🆕 NEW,Covering Index,"Query: SELECT id, name, email FROM users WHERE status='Active'. Creating index on (status, id, name, email) allows index-only scan - never touches table. Fastest possible.",None - create users table,"Covering index, index-only scan, including columns, EXPLAIN showing ""Index Only Scan""","10 criteria, 100 pts",80 pts,"SQL script with covering index, EXPLAIN showing index-only scan, performance comparison, documentation",Performance Series
91,🆕 NEW,Denormalization Decision,"Normalized schema requires 5-table JOIN for common report query. Evaluate denormalization: add redundant customer_name to orders table. Document trade-offs: faster reads, slower writes, data consistency.","None - create normalized schema, test denormalized alternative","Denormalization, normalization trade-offs, redundant data, read vs write optimization","11 criteria, 100 pts",80 pts,"SQL script (normalized vs denormalized), performance comparison, trade-off analysis, documentation",Performance Series
92,🆕 NEW,Batch Operations,"Update 10 million rows: UPDATE products SET price = price * 1.1. Doing all at once locks entire table for 10 minutes. Break into batches of 10,000, commit each batch. Table remains available.",None - create large products table,"Batch updates, chunking, incremental commits, avoiding long locks, progress tracking","10 criteria, 100 pts",80 pts,"SQL script with batching logic, progress monitoring, lock duration comparison, documentation",Performance Series
93,🆕 NEW,Query Hints,Query planner choosing wrong index. Force specific index with hint: /*+ INDEX(table_name index_name) */. Understand when hints appropriate vs fixing root cause.,None - create scenario where planner chooses wrong index,"Query hints, optimizer directives, forcing execution plans, hint syntax (varies by DBMS)","9 criteria, 100 pts",75 pts,"SQL script with hints, forced vs automatic plan comparison, documentation on when to use hints",Performance Series
94,🆕 NEW,Temp Tables vs CTEs,"Complex query reuses intermediate result 5 times. Compare: (1) CTE (calculated 5 times), (2) Temp table (calculated once, reused). Temp table much faster for multiple reuses.",None - create complex query scenario,"Temporary tables, CREATE TEMP TABLE, CTE vs temp table performance, reusability","10 criteria, 100 pts",80 pts,"SQL script (both approaches), performance comparison, use case analysis, documentation",Performance Series
95,🆕 NEW,Connection Pooling Benefits,Web app creates new database connection per request (expensive: 100-200ms overhead). Connection pooling reuses connections (1ms overhead). Measure impact on application throughput.,None - demonstrate with connection testing,"Connection pooling, connection overhead, application performance, database connections","8 criteria, 100 pts",75 pts,"Testing script, connection time measurements, throughput comparison, documentation",Performance Series
96,🆕 NEW,Lock Analysis and Deadlock Detection,"Application experiencing deadlocks: two transactions waiting for each other. Query system tables to identify locked resources, blocking queries. Resolve by changing transaction order.",None - create scenario causing deadlocks,"Lock tables, pg_locks (PostgreSQL), sys.dm_tran_locks (SQL Server), deadlock detection, lock analysis","11 criteria, 100 pts",80 pts,"SQL script causing deadlock, lock analysis queries, resolution strategy, documentation",Performance Series
97,🆕 NEW,VACUUM and Database Maintenance,"PostgreSQL table bloated after millions of updates/deletes. Dead tuples using 5GB, live data only 1GB. Run VACUUM FULL to reclaim space. Understand autovacuum settings.",None - PostgreSQL database,"VACUUM, VACUUM FULL, autovacuum, bloat reduction, PostgreSQL maintenance","10 criteria, 100 pts",80 pts,"SQL script with VACUUM commands, table size before/after, autovacuum configuration, documentation",Performance Series
98,🆕 NEW,Prepared Statements and Plan Caching,"Application runs same query 1000x/sec with different parameters. Parsing overhead significant. Use prepared statements: parse once, execute many times with different parameters.",None - demonstrate with application or script,"Prepared statements, parameterized queries, plan caching, parse overhead reduction","9 criteria, 100 pts",75 pts,"SQL/application script with prepared statements, performance comparison, documentation",Performance Series
99,🆕 NEW,Keyset Pagination (vs OFFSET),Large dataset pagination: OFFSET 1000000 LIMIT 20 scans 1M rows then discards them (slow). Keyset pagination: WHERE id > last_seen_id LIMIT 20 - consistent fast performance.,None - create large table for pagination,"Keyset pagination, seek method, OFFSET problems, WHERE > technique, consistent performance","11 criteria, 100 pts",80 pts,"SQL script (OFFSET vs keyset), performance comparison across pages, documentation",Performance Series
100,🆕 NEW,Eliminating Full Table Scans,"Query running slow due to sequential scan on 50M row table. Add WHERE clause with indexed column, or add index on filtered column. EXPLAIN shows index scan instead.",None - create large table being scanned,"Sequential scan, index scan, adding indexes, query rewriting, EXPLAIN interpretation","9 criteria, 100 pts",75 pts,"SQL script showing sequential scan problem + solutions, EXPLAIN comparisons, documentation",Performance Series
101,🆕 NEW,JSON Query Optimization,JSONB column queries slow: WHERE data->>'email' = 'x'. Create GIN index on jsonb column. Use @> operator instead of ->> for better performance. JSON queries now fast.,None - PostgreSQL with JSONB data,"JSONB indexing, GIN index, JSON operators (@>, ->>, ->, ?), JSON query optimization","10 criteria, 100 pts",80 pts,"SQL script with JSONB queries, GIN index creation, operator comparison, documentation",Performance Series
102,🆕 NEW,Array Query Optimization,"Array column queries: WHERE tags @> ARRAY['sql','database']. Create GIN index on array column for fast containment queries. Compare performance with/without index.",None - PostgreSQL with array columns,"Array indexing, GIN index on arrays, array operators (@>, &&, <@), array query performance","9 criteria, 100 pts",75 pts,"SQL script with array queries, GIN index on arrays, performance comparison, documentation",Performance Series
103,🆕 NEW,Function Optimization,"Custom function called millions of times. Mark as IMMUTABLE (output only depends on input, no side effects). Query planner can optimize better, cache results.",None - create custom functions,"Function volatility (IMMUTABLE, STABLE, VOLATILE), function inlining, optimization","9 criteria, 100 pts",75 pts,"SQL script with function creation, volatility settings, performance comparison, documentation",Performance Series
104,🆕 NEW,Parallel Query Configuration,"Large aggregation query using single CPU core (slow). Enable parallel query: query now uses 4 cores, 4x faster. Configure max_parallel_workers_per_gather.",None - PostgreSQL 9.6+ with large dataset,"Parallel query, max_parallel_workers, parallel sequential scan, parallel aggregation","10 criteria, 100 pts",80 pts,"SQL script with parallel query, EXPLAIN showing parallel workers, performance improvement, documentation",Performance Series
105,🆕 NEW,Memory Configuration - work_mem,Large sorts spilling to disk (slow). Increase work_mem from 4MB to 64MB. Sorts now happen in memory (10x faster). Balance memory vs. concurrent connection count.,None - create queries that sort large datasets,"work_mem, sort performance, memory vs disk, configuration tuning, PostgreSQL/MySQL config","9 criteria, 100 pts",75 pts,"SQL script with large sorts, work_mem testing, performance comparison, documentation",Performance Series
106,🆕 NEW,Autovacuum Tuning,"High-churn table not getting vacuumed frequently enough, causing bloat. Adjust autovacuum_vacuum_scale_factor and autovacuum_vacuum_threshold for this table specifically.",None - PostgreSQL with high-update table,"Autovacuum configuration, table-specific settings, bloat prevention, maintenance tuning","10 criteria, 100 pts",80 pts,"SQL script with autovacuum settings, bloat monitoring, configuration changes, documentation",Performance Series
107,🆕 NEW,Replication Lag Monitoring,"Read replica lagging 5 minutes behind primary. Applications reading stale data. Query replication status tables, measure lag, alert if >30 seconds. Investigate cause.",None - replication setup or simulation,"Replication monitoring, pg_stat_replication (PostgreSQL), SHOW SLAVE STATUS (MySQL), lag measurement","9 criteria, 100 pts",75 pts,"SQL queries for lag monitoring, lag measurement over time, alerting threshold, documentation",Performance Series
108,🆕 NEW,Backup Performance,"Full backup taking 6 hours, blocking production. Use parallel backup with compression: pg_dump with --jobs=4, backup completes in 90 minutes.",None - database backup tools,"pg_dump parallel backup, --jobs flag, compression, backup optimization, restore testing","8 criteria, 100 pts",75 pts,"Backup scripts, time comparison, compression ratio, documentation on backup strategies",Performance Series
109,🆕 NEW,Archive Management - Partition Dropping,"Delete 2 years of old data: DELETE FROM orders WHERE date < '2022-01-01' takes 8 hours, causes bloat. With partitions: DROP TABLE orders_2021 takes 2 seconds.",None - partitioned table for archiving,"Partition dropping, efficient archiving, ALTER TABLE DETACH PARTITION, instant deletion","10 criteria, 100 pts",80 pts,"SQL script with partition management, time comparison DELETE vs DROP, documentation",Performance Series
110,🆕 NEW,Cost-Based Optimization Analysis,Complex query with multiple optimization opportunities. Use EXPLAIN to identify highest-cost operations. Focus optimization efforts on operations consuming most resources (80/20 rule).,None - create complex query scenario,"Cost analysis, EXPLAIN cost interpretation, optimization prioritization, bottleneck identification","11 criteria, 100 pts",80 pts,"SQL script with complex query, EXPLAIN with cost analysis, optimization priority list, documentation",Performance Series END
