#,Type,Scenario Name,Problem Summary,Prerequisites,Tool Features,Success Criteria,Min Pass,Deliverables,Chain/Category
322,🔗 CONTINUES,Star Schema Design,"Sales fact table connects to: Products, Customers, Dates, Regions dimension tables. Star schema: fact center, dimensions around it. Optimal for analysis.",Assignment #321 extended - create full star schema,"Star schema, fact tables, dimension tables, foreign keys, data warehouse concepts","13 criteria, 100 pts",85 pts,"PBIX file with star schema, Model view showing star pattern, documentation (250 words on star schema)",Power BI Data Modeling
323,🔗 CONTINUES,Date Table Creation,Enable time intelligence: create dedicated Date table with every date. Mark as date table. Required for DAX time functions.,Assignment #322 (star schema),"Date table, CALENDAR() or CALENDARAUTO(), mark as date table, date columns (Year, Quarter, Month, Day), fiscal year","12 criteria, 100 pts",85 pts,"PBIX file with Date table, marked date table, date hierarchy, documentation (200 words)",Power BI Data Modeling
324,🔗 CONTINUES,DAX Calculated Column - Full Name,"Customers table has FirstName and LastName separate. Create FullName calculated column: FirstName & "" "" & LastName. Row-level calculation.",Assignment #322 (Customers table),"Calculated columns, concatenation in DAX (&), row context, calculated vs imported columns","9 criteria, 100 pts",75 pts,"PBIX file with calculated column, FullName column visible, documentation (150 words)",Power BI DAX - START
325,🔗 CONTINUES,DAX Measure - Total Revenue,Create measure: Total Revenue = SUM(Sales[Amount]). Dynamically aggregates based on filter context. Foundation for dashboard metrics.,Assignment #322 (Sales table),"Measures, SUM(), measure vs calculated column, filter context, implicit measures","9 criteria, 100 pts",75 pts,"PBIX file with Total Revenue measure, usage in card visual, documentation (150 words)",Power BI DAX
326,🔗 CONTINUES,CALCULATE Function - Modified Context,"Total Sales measure exists. Create ""East Region Sales"" measure: CALCULATE(Total Sales, Region=""East""). Overrides filter context to show only East sales.",Assignment #325 (Total Sales measure),"CALCULATE(expression, filter1, filter2, ...), filter override, combining with other measures","11 criteria, 100 pts",80 pts,"PBIX file with CALCULATE measure, region-specific total, documentation (200 words on CALCULATE)",Power BI DAX
327,🔗 CONTINUES,Time Intelligence - YTD Calculation,"Year-to-date sales: TOTALYTD(SUM(Sales[Amount]), Dates[Date]). Shows cumulative sales from Jan 1 to current date in filter context.",Assignment #323 (with Date table),"TOTALYTD(), requires date table, YTD/QTD/MTD functions, time intelligence requirements","11 criteria, 100 pts",80 pts,"PBIX file with YTD measure, cumulative visualization, documentation (200 words)",Power BI DAX - Time Intelligence
328,🔗 CONTINUES,Previous Period Comparison,"Compare to last month: Sales Last Month = CALCULATE([Total Sales], PREVIOUSMONTH(Dates[Date])). Show current vs previous side-by-side.",Assignment #323 (Date table),"PREVIOUSMONTH(), PREVIOUSQUARTER(), PREVIOUSYEAR(), date navigation functions","11 criteria, 100 pts",80 pts,"PBIX file with previous period measure, month-over-month comparison visual, documentation (200 words)",Power BI DAX - Time Intelligence
329,🔗 CONTINUES,FILTER Function in DAX,"High Value Sales = CALCULATE([Total Sales], FILTER(Sales, Sales[Amount] > 1000)). FILTER creates custom filter table for calculation.",Assignment #322 (Sales data),"FILTER(table, condition), table functions, iterator functions, filter context modification","11 criteria, 100 pts",80 pts,"PBIX file with FILTER measure, filtered aggregation, documentation (200 words)",Power BI DAX
330,🔗 CONTINUES,ALL Function - Remove Filters,"Percent of Total: Sales / CALCULATE([Total Sales], ALL(Products)). ALL ignores Product filter to get grand total denominator.",Assignment #322 (Sales and Products),"ALL(table), ALLEXCEPT(), removing filters, grand total calculations","11 criteria, 100 pts",80 pts,"PBIX file with ALL measure, percentage calculations, documentation (200 words)",Power BI DAX
331,🔗 CONTINUES,RELATED Function,Sales table needs Product Category (from Products table). Calculated column: Category = RELATED(Products[Category]). Pulls related dimension value.,Assignment #322 (Sales-Products relationship),"RELATED(), following relationships, many-side to one-side, pulling dimension attributes","10 criteria, 100 pts",80 pts,"PBIX file with RELATED column, category visible in Sales table, documentation (150 words)",Power BI DAX
332,🔗 CONTINUES,RELATEDTABLE Function,Products table: count how many sales per product. Calculated column: Sales Count = COUNTROWS(RELATEDTABLE(Sales)). Aggregates related rows.,Assignment #322 (Products-Sales relationship),"RELATEDTABLE(), one-side to many-side, counting/summing related records","10 criteria, 100 pts",80 pts,"PBIX file with RELATEDTABLE column, sales count per product, documentation (150 words)",Power BI DAX
333,🔗 CONTINUES,IF Function in DAX,"Sales performance tier: Performance = IF([Total Sales] >= 10000, ""High"", ""Low""). Conditional logic in measures.",Assignment #325 (Total Sales measure),"IF(logical_test, true_result, false_result), nested IF, conditional measures","9 criteria, 100 pts",75 pts,"PBIX file with IF measure, conditional results display, documentation (150 words)",Power BI DAX
334,🔗 CONTINUES,SWITCH Function in DAX,"Quarter name: Quarter Name = SWITCH([Quarter Number], 1, ""Q1"", 2, ""Q2"", 3, ""Q3"", 4, ""Q4"", ""Unknown""). Value mapping cleaner than nested IF.",Assignment #323 (Date table with quarter),"SWITCH(expression, value1, result1, ..., else_result), versus nested IF","10 criteria, 100 pts",80 pts,"PBIX file with SWITCH measure, quarter mapping, documentation (150 words)",Power BI DAX
335,🔗 CONTINUES,Variables in DAX,"Complex measure calculates sales multiple times. Use VAR to calculate once: VAR TotalSales = SUM(...) RETURN TotalSales / ... More efficient, readable.",Assignment #325 (any complex measure),"VAR name = expression, RETURN, variable scope, calculation efficiency","11 criteria, 100 pts",80 pts,"PBIX file with VAR measure, performance improvement, documentation (200 words)",Power BI DAX
336,🔗 CONTINUES,Bookmarks for Navigation,"Report has multiple views: Overview, Details, Trends. Create bookmark for each view state. Buttons navigate between bookmarks. Custom navigation.",Assignment #301+ (multi-visual report),"Bookmarks, capturing view state, bookmark navigator, selection pane, buttons with bookmark actions","12 criteria, 100 pts",85 pts,"PBIX file with bookmarks, navigation buttons, bookmark demo, documentation (200 words)",Power BI Advanced Features - START
337,🔗 CONTINUES,Drill-Through Page,Summary page shows total sales by product. Right-click product → Drill through to details page showing that product's transactions. Contextual details.,Assignment #322 (Sales data),"Drill-through pages, drill-through fields, back button, passing filter context","12 criteria, 100 pts",85 pts,"PBIX file with drill-through configured, details page, drill-through demo, documentation (200 words)",Power BI Advanced Features
338,🔗 CONTINUES,Custom Tooltip Page,Hovering over chart shows default tooltip. Create custom tooltip page with rich visuals. Tooltip shows mini-dashboard on hover.,Assignment #322 (any visual),"Tooltip pages, page settings, tooltip visual, interactive tooltips","11 criteria, 100 pts",80 pts,"PBIX file with custom tooltip page, rich hover display, documentation (200 words)",Power BI Advanced Features
339,🔗 CONTINUES,Report Theme Application,"Corporate branding: company colors (blue/orange), specific fonts. Apply theme JSON for consistent styling across all visuals. Professional branding.",Assignment #301+ (any report),"Themes, theme JSON, applying themes, customizing colors/fonts, exporting current theme","10 criteria, 100 pts",80 pts,"PBIX file with theme applied, consistent branded visuals, theme JSON, documentation (200 words)",Power BI Advanced Features
340,🔗 CONTINUES,Mobile Layout Optimization,"Report looks great on desktop but cluttered on phone. Create mobile layout: rearrange visuals for portrait orientation, prioritize key metrics. Phone-optimized view.",Assignment #301+ (any report),"Mobile layout view, portrait canvas, visual resizing/repositioning, phone preview","11 criteria, 100 pts",80 pts,"PBIX file with mobile layout, phone preview screenshot, documentation (200 words)",Power BI Advanced Features
341,🆕 NEW,Advanced DAX Patterns,"Complex business logic: calculate ""Sales per Customer per Month"" with error handling for no sales. Uses DIVIDE, AVERAGEX, iterator functions. Advanced DAX techniques.",None - create customers and sales data,"DIVIDE() for safe division, AVERAGEX/SUMX iterators, error handling, complex measures","13 criteria, 100 pts",85 pts,"PBIX file with advanced measures, complex calculations working, documentation (300 words)",Power BI Advanced - START
342,🔗 CONTINUES,Row-Level Security (RLS),"Sales managers should see only their region data. Define RLS roles: East role filters Region=""East"", West filters Region=""West"". User-specific data access.",Assignment #322 (Sales with Regions),"Row-level security, roles definition, DAX filters for RLS, testing as role, username() function","13 criteria, 100 pts",85 pts,"PBIX file with RLS roles, role testing, security documentation (250 words)",Power BI Advanced
343,🔗 CONTINUES,Incremental Refresh Configuration,"Sales table has 10 years of data. Refreshing all takes 2 hours. Configure incremental refresh: refresh only last 30 days, archive older data. Massive performance improvement.",Assignment #322 (large Sales table),"Incremental refresh, RangeStart/RangeEnd parameters, partition strategy, refresh optimization","13 criteria, 100 pts",90 pts,"PBIX file with incremental refresh configured, parameter settings, documentation (300 words)",Power BI Advanced
344,🆕 NEW,Composite Models,Large data warehouse (DirectQuery for performance) + small Excel file (Import for flexibility). Combine both in same model. Composite model flexibility.,None - create both data sources,"Composite models, DirectQuery vs Import, storage modes, limitations and benefits","12 criteria, 100 pts",85 pts,"PBIX file with composite model, mixed storage modes, documentation (250 words)",Power BI Advanced
345,🆕 NEW,Aggregations for Performance,Detail table has 100M rows. Create aggregation table with monthly totals (much smaller). Queries hit aggregation automatically. Huge performance boost.,None - create large detail table and aggregation,"Aggregation tables, aggregation configuration, query hitting aggregation, performance testing","13 criteria, 100 pts",90 pts,"PBIX file with aggregations, performance comparison, documentation (300 words)",Power BI Advanced
346,🆕 NEW,Dataflows in Power BI Service,"Multiple reports need same cleaned customer data. Create dataflow (ETL in cloud) once, reuse across reports. Centralized data preparation.",None - Power BI Service access required,"Dataflows, Power Query in Service, dataflow entities, linking to dataflows","12 criteria, 100 pts",85 pts,"Dataflow created in Service, linked reports, Service screenshots, documentation (250 words)",Power BI Advanced
347,🔗 CONTINUES,Query Folding Optimization,"Power Query transformations: some push to database (folded), some process in Power BI (not folded). Ensure folding for performance. View native query.",Assignment #301+ (database source),"Query folding, native query view, foldable vs non-foldable steps, optimization","11 criteria, 100 pts",80 pts,"PBIX file with folded queries, native query display, documentation (200 words)",Power BI Advanced
348,🔗 CONTINUES,Parameters in Power Query,"Need to switch between Dev and Prod databases easily. Create Server parameter, reference in connection. Change parameter value, all queries update.",Assignment #301+ (any query),"Parameters, Manage Parameters, referencing parameters, dynamic data sources","11 criteria, 100 pts",80 pts,"PBIX file with parameters, parameter usage, parameter management screenshot, documentation (200 words)",Power BI Advanced
349,🆕 NEW,Custom Visuals from Marketplace,"Standard visuals insufficient. Import custom visual: Word Cloud, Gantt Chart, or advanced KPI card. Extend Power BI visualization capabilities.",None - any data suitable for custom visual,"AppSource, importing custom visuals, certified vs non-certified, custom visual usage","10 criteria, 100 pts",80 pts,"PBIX file with custom visual, visual in use, AppSource screenshot, documentation (200 words)",Power BI Advanced
350,🆕 NEW,REST API Data Connection,"Connect to web API (e.g., weather, stock prices, REST endpoint). Configure authentication, parse JSON response, load into Power BI. API data integration.",None - identify accessible API,"Web connector, API authentication, JSON parsing, query parameters, refresh credentials","13 criteria, 100 pts",85 pts,"PBIX file with API data loaded, JSON parsing steps, connection config, documentation (250 words)",Power BI Advanced
