#,Type,Scenario Name,Problem Summary,Prerequisites,Tool Features,Success Criteria,Min Pass,Deliverables,Chain/Category
161,🆕 NEW,Invoice Age Calculation,"Accounts Receivable tracking invoice aging. Show: (1) Today's date with TODAY(), (2) Days old = TODAY() - InvoiceDate. Formula updates automatically each day. Dynamic date calculations.",None - create 15 invoices with dates from last 90 days,"TODAY() function (updates daily), NOW() for date+time, date arithmetic (date - date = days), auto-updating formulas","9 criteria, 100 pts",75 pts,"Excel file with invoice dates, aging calculation, screenshot showing TODAY() and age, documentation (150 words)",Excel Basics
162,🆕 NEW,Date Construction from Components,"Data imported with separate year, month, day columns (2024, 3, 15). Need to build proper date value for calculations. Use DATE function to construct date from three separate numbers.",None - create 20 rows with separate year/month/day values,"DATE(year, month, day) function, building dates from components, date data type","8 criteria, 100 pts",75 pts,"Excel file with date components, DATE formula, constructed dates screenshot, documentation (150 words)",Excel Basics
163,🆕 NEW,Data Completeness Check,"Quality audit on customer database. Need to count: (1) Numeric values (COUNT), (2) Any non-empty cells (COUNTA), (3) Empty cells (COUNTBLANK). Different counting scenarios for completeness analysis.",None - create customer table with some blank cells,"COUNT() for numbers only, COUNTA() for any non-blank, COUNTBLANK() for empty cells, understanding differences","9 criteria, 100 pts",75 pts,"Excel file with mixed data/blanks, all three count formulas, completeness metrics screenshot, documentation (200 words)",Excel Basics
164,🆕 NEW,Text Replacement in Product Codes,"Company rebranding: all product codes with ""OLD"" must change to ""NEW"". SUBSTITUTE function finds and replaces text automatically. Faster than manual find/replace for formulas.","None - create 20 product codes, some containing ""OLD""","SUBSTITUTE(text, old_text, new_text, [instance_num]), text replacement, optional instance number","8 criteria, 100 pts",75 pts,"Excel file with OLD codes, SUBSTITUTE formula, NEW codes result screenshot, documentation (150 words)",Excel Basics
165,🆕 NEW,Error Handling in Formulas,"Division formula sometimes divides by zero (error #DIV/0!). Use IFERROR to show ""N/A"" instead of error. Clean reports without error messages confusing users.",None - create 15 rows with some zero divisors,"IFERROR(value, value_if_error), error suppression, user-friendly error messages, formula error handling","9 criteria, 100 pts",75 pts,"Excel file with division formulas, IFERROR wrapping, clean output screenshot, documentation (150 words)",Excel Basics
166,🆕 NEW,Data Validation Dropdown Lists,"Order form needs Category dropdown limited to: Electronics, Clothing, Home Goods. Users select from list, cannot type invalid categories. Prevents data entry errors through validation.",None - create order form template,"Data Validation, List source, dropdown creation, error alerts, input restrictions","9 criteria, 100 pts",75 pts,"Excel file with dropdown validation, error message configured, dropdown in action screenshot, documentation (150 words)",Excel Formatting - START
167,🆕 NEW,Color Scale Conditional Formatting,"Sales performance dashboard: low sales red, medium yellow, high green. Color scale automatically applies gradient across range. Visual performance indicator without formulas.",None - create 30 salespeople with monthly sales $0-$100k,"Conditional Formatting, Color Scales (2-color or 3-color), gradient formatting, minimum/midpoint/maximum settings","8 criteria, 100 pts",75 pts,"Excel file with color scale applied, visual gradient screenshot, documentation (150 words)",Excel Formatting
168,🆕 NEW,Rule-Based Conditional Formatting,"Inventory tracking: highlight products with stock <10 (red, low stock), stock >100 (green, overstocked). Multiple formatting rules on same range based on thresholds.",None - create 40 products with stock quantities 0-150,"Conditional Formatting rules, multiple conditions, cell value rules (greater than, less than), formatting priority","10 criteria, 100 pts",80 pts,"Excel file with multiple rules, low/high stock highlighted, rules manager screenshot, documentation (200 words)",Excel Formatting
169,🆕 NEW,Currency and Number Formatting,"Financial report needs: revenue as $50,000.00 (currency, 2 decimals, comma thousands separator), negative values in red with parentheses ($-1,234.00) showing as ($1,234.00) in red.",None - create profit/loss statement with positive and negative values,"Number formatting, currency format, decimal places, thousand separators, negative number display (red, parentheses)","9 criteria, 100 pts",75 pts,"Excel file with formatted financial data, custom negative formatting, formatted report screenshot, documentation (150 words)",Excel Formatting
170,🆕 NEW,Custom Phone Number Format,Contact database stores phone as 10-digit number: 1234567890. Display as formatted (123) 456-7890. Custom format shows nicely but stores as number for calculations if needed.,None - create 20 contacts with 10-digit phone numbers,"Custom number format codes, (###) ###-####, phone number formatting, format vs value distinction","9 criteria, 100 pts",75 pts,"Excel file with phone numbers, custom format applied, formatted display screenshot showing format bar, documentation (150 words)",Excel Formatting
171,🆕 NEW,Named Ranges for Readable Formulas,"Sales formula: =SUM(B2:B50) hard to understand. Create named range ""SalesData"" for B2:B50, formula becomes =SUM(SalesData) - much clearer. Named ranges make formulas self-documenting.",None - create sales data range,"Define Name, Name Manager, using names in formulas, scope (worksheet vs workbook), named range benefits","9 criteria, 100 pts",75 pts,"Excel file with named ranges defined, formulas using names, Name Manager screenshot, documentation (200 words)",Excel Formatting
172,🆕 NEW,Find and Replace - Bulk Updates,"Product codes changed: all ""V1"" must become ""V2"" across 500 rows. Find and Replace (Ctrl+H) updates all instances instantly. Verify count of replacements made.",None - create dataset with repeated old values,"Find and Replace dialog (Ctrl+H), replace all vs replace one, options (match case, match entire cell), verification","8 criteria, 100 pts",75 pts,"Excel file before/after replacement, Find and Replace dialog screenshot, count verification, documentation (150 words)",Excel Formatting
173,🆕 NEW,Freeze Panes for Large Datasets,"Spreadsheet with 500 rows of data. When scrolling down, lose sight of column headers. Freeze top row so headers always visible while scrolling. Essential for navigation.",None - create dataset with 100+ rows and multiple columns,"Freeze Panes (freeze top row, freeze first column, freeze panes at selection), View tab, unfreezing","7 criteria, 100 pts",75 pts,"Excel file with frozen headers, screenshot showing scroll with visible headers, documentation (100 words)",Excel Formatting
174,🆕 NEW,Flash Fill Pattern Recognition,"Email column has format firstname.lastname@company.com. Need just first names extracted. Excel 2013+ Flash Fill learns pattern from 2 examples, fills rest automatically. Magic data transformation.",None - create 20 email addresses (Excel 2013+ required),"Flash Fill (Ctrl+E), pattern recognition, providing examples, automatic pattern completion, Data tab","8 criteria, 100 pts",75 pts,"Excel file with emails, Flash Fill extraction, pattern learning screenshot, documentation (150 words) - note Excel version requirement",Excel Formatting
175,🆕 NEW,Cell Styles for Professional Reports,"Budget report needs consistent formatting. Apply built-in styles: Heading 1 for title, Heading 2 for sections, Currency for money, Percent for percentages. Professional appearance without manual formatting.",None - create budget report structure,"Cell Styles gallery (Home tab), applying styles, modifying styles, creating custom styles, style consistency","9 criteria, 100 pts",75 pts,"Excel file with styles applied, professional report screenshot, Styles gallery view, documentation (150 words)",Excel Formatting
176,🆕 NEW,Advanced Data Validation with Formulas,Date entry must be future date only (no past dates). Custom validation rule: =A2>TODAY() ensures users cannot enter historical dates. Formula-based validation for complex rules.,None - create appointment scheduling form,"Data Validation with custom formula, logical tests in validation, TODAY() in validation, error messages","10 criteria, 100 pts",80 pts,"Excel file with custom validation, attempted past date rejection screenshot, validation settings screenshot, documentation (200 words)",Excel Formatting
177,🆕 NEW,Remove Duplicate Entries,"Customer list has duplicate emails from multiple imports. Remove Duplicates feature identifies and deletes duplicate rows based on email column, keeping first occurrence.",None - create 30 customers with 10 intentional duplicates,"Remove Duplicates (Data tab), selecting columns for comparison, keeping first vs last occurrence, duplicate count report","9 criteria, 100 pts",75 pts,"Excel file before/after duplicates removal, removal summary screenshot, unique records verification, documentation (150 words)",Excel Formatting
178,🆕 NEW,Text to Columns - Parse Delimited Data,"Imported data has full names in one column: ""Smith, John"". Need to split into LastName and FirstName columns. Text to Columns with comma delimiter parses automatically.","None - create 25 names in ""Last, First"" format","Text to Columns wizard, delimited (comma, tab, space, other), fixed width option, data type selection","10 criteria, 100 pts",80 pts,"Excel file before/after split, Text to Columns wizard screenshot, separated names result, documentation (200 words)",Excel Formatting
179,🆕 NEW,Paste Special Options,"Copy formatted cells but need different paste options: (1) Values only (no formulas), (2) Formats only (no values), (3) Transpose (rows to columns). Paste Special provides control.",None - create formatted data range with formulas,"Paste Special dialog (Ctrl+Alt+V), Values, Formats, Formulas, Transpose, Operations (Add, Multiply)","10 criteria, 100 pts",80 pts,"Excel file demonstrating all paste types, Paste Special dialog screenshot, transposed example, documentation (200 words)",Excel Formatting
180,🆕 NEW,Worksheet Protection,"Budget template with formulas that users should not edit. Protect sheet: lock formula cells, unlock input cells (yellow). Users can enter data but cannot modify formulas.",None - create budget template with formulas and input areas,"Protect Sheet, lock/unlock cells, password protection (optional), allow edit ranges, cell protection properties","10 criteria, 100 pts",80 pts,"Excel file with protected sheet, protection settings screenshot, locked vs unlocked demo, documentation (200 words)",Excel Formatting
181,🆕 NEW,Column Chart for Monthly Comparison,"Sales by month (Jan-Dec) need visual comparison. Column chart shows each month as vertical bar, easy to compare heights. Clear visualization of monthly trends.",None - create 12 months of sales data,"Insert Column Chart, chart types (clustered, stacked, 100% stacked), axes, data series, chart elements","9 criteria, 100 pts",75 pts,"Excel file with data and column chart, chart screenshot, documentation (150 words on when to use column charts)",Excel Charts - START
182,🆕 NEW,Line Chart for Trend Analysis,Stock price over 90 days needs trend line showing ups and downs clearly. Line chart connects points showing continuous trend. Better than column chart for time series.,None - create 90 days of stock price data,"Insert Line Chart, line styles (markers, smooth lines), multiple series, trend display, time-based data","9 criteria, 100 pts",75 pts,"Excel file with time series data and line chart, trend line visible screenshot, documentation (150 words)",Excel Charts
183,🆕 NEW,Pie Chart for Market Share,"Company market share: Company A 35%, B 25%, C 20%, D 15%, Others 5%. Pie chart shows proportions of whole clearly. Each slice shows percentage of total.",None - create market share data (5-7 companies),"Insert Pie Chart, pie vs doughnut, data labels (percentage, category names), slice colors, 3D effects","9 criteria, 100 pts",75 pts,"Excel file with market share and pie chart, labeled chart screenshot, documentation (150 words)",Excel Charts
184,🆕 NEW,Bar Chart for Category Rankings,"Top 10 products by revenue ranked highest to lowest. Horizontal bar chart lists products on Y-axis, bars extend right by revenue. Better than column when category names long.",None - create 10 products with revenue values,"Insert Bar Chart (horizontal bars), clustered vs stacked, sorting data for ranking, long category labels","8 criteria, 100 pts",75 pts,"Excel file with products and horizontal bar chart, ranked display screenshot, documentation (150 words)",Excel Charts
185,🆕 NEW,Combo Chart - Dual Axis,"Monthly sales (columns) and profit margin % (line) on same chart. Sales uses left axis ($), profit % uses right axis (%). Combo chart compares different scales together.",None - create 12 months with sales dollars and profit percentages,"Combo chart, primary and secondary axis, combining column and line, different scales, Change Chart Type dialog","11 criteria, 100 pts",80 pts,"Excel file with combo chart showing dual axis, chart with two Y-axes screenshot, documentation (200 words)",Excel Charts
186,🆕 NEW,Sparklines - In-Cell Mini Charts,"Sales dashboard: show 12-month trend in tiny chart inside each salesperson row. Sparklines are mini charts in cells. Line, column, or win/loss sparklines for compact visualization.",None - create 10 salespeople × 12 months data,"Insert Sparkline (Insert tab), line/column/win-loss types, sparkline color/style, axis settings, in-cell charts","10 criteria, 100 pts",80 pts,"Excel file with sparklines in dashboard, sparkline examples screenshot, documentation (200 words)",Excel Charts
187,🆕 NEW,Chart Formatting - Professional Appearance,"Basic chart needs polish: custom title ""Q4 Sales Performance"", legend at bottom, gridlines removed, colors matching brand (blue/green), data labels on bars. Professional presentation.",None - create simple chart to format,"Chart Elements (+), Chart Styles, Format pane, titles, legend positioning, gridlines, data labels, colors","11 criteria, 100 pts",80 pts,"Excel file before/after chart formatting, professional chart screenshot, Format pane view, documentation (200 words)",Excel Charts
188,🆕 NEW,Dynamic Chart with Named Range,"Chart updates automatically when data added. Use named range or Table for chart source. Add new month data, chart expands automatically. No manual chart editing needed.",None - create time series data,"Dynamic chart source, named ranges with OFFSET, Excel Tables (Ctrl+T), auto-expanding ranges","10 criteria, 100 pts",80 pts,"Excel file with dynamic chart, data addition test, auto-update screenshot, documentation (200 words)",Excel Charts
189,🆕 NEW,Chart Templates for Consistency,"Created perfect chart format (colors, fonts, layout). Save as template for reuse across reports. Apply template to new data instantly. Consistent company branding.",None - create formatted chart example,"Save Chart as Template, applying templates, custom templates folder, template management","8 criteria, 100 pts",75 pts,"Excel file with template chart, Save as Template dialog screenshot, template application demo, documentation (150 words)",Excel Charts
190,🆕 NEW,Data Labels - Strategic Placement,Sales chart: only label top 3 performers and bottom 2 (not all 20 bars - too cluttered). Selectively add labels to key data points for focus.,None - create 20 data points for chart,"Add Data Labels, selective labeling (individual points), label positioning (outside/inside/center), formatting specific labels","9 criteria, 100 pts",75 pts,"Excel file with selectively labeled chart, strategic labels screenshot, documentation (150 words)",Excel Charts
191,🆕 NEW,Trendline Addition,Scatter plot of advertising spend vs sales. Add linear trendline with equation and R² value displayed. Shows correlation strength and predictive equation.,None - create scatter plot data (advertising vs sales),"Add Trendline, trendline types (linear, exponential, polynomial), display equation, display R-squared, forecasting","10 criteria, 100 pts",80 pts,"Excel file with scatter plot and trendline, equation/R² visible screenshot, documentation (200 words)",Excel Charts
192,🆕 NEW,Error Bars for Data Variability,Lab results with standard deviations. Add error bars showing ±1 standard deviation around each data point. Visualize measurement uncertainty.,None - create lab measurements with std deviations,"Add Error Bars, standard deviation, percentage, custom values, error bar direction, variability display","10 criteria, 100 pts",80 pts,"Excel file with chart including error bars, uncertainty visualization screenshot, documentation (150 words)",Excel Charts
193,🆕 NEW,Secondary Axis for Different Scales,Revenue ($millions) and employee count (hundreds) on same chart. Vastly different scales. Put employee count on secondary axis so both visible. Dual Y-axes for different magnitudes.,None - create data with very different scales,"Format Data Series, secondary axis, dual Y-axes, scaling different metrics, axis titles","10 criteria, 100 pts",80 pts,"Excel file with dual-axis chart, both scales visible screenshot, documentation (150 words)",Excel Charts
194,🆕 NEW,Scatter Plot for Correlation,Analyzing relationship: study hours vs exam scores. Scatter plot (XY chart) shows each student as point. Cluster patterns reveal correlation (more study = higher scores).,None - create 30 students with hours studied and scores,"XY Scatter chart, point plotting, correlation visualization, multiple series, adding trendline","9 criteria, 100 pts",75 pts,"Excel file with scatter plot, correlation pattern visible screenshot, documentation (150 words)",Excel Charts
195,🆕 NEW,Histogram - Distribution Analysis,"Test scores for 100 students. Create histogram showing distribution: how many scored 0-10, 11-20, 21-30... Frequency distribution visualization.",None - create 100 test scores 0-100,"Insert Histogram (Excel 2016+), bin width/count, frequency distribution, Data Analysis ToolPak alternative","10 criteria, 100 pts",80 pts,"Excel file with score data and histogram, distribution visible screenshot, documentation (200 words) - note Excel version",Excel Charts
196,🆕 NEW,Single Column Sort,"Product list needs sorting by price, highest to lowest (descending). Simple one-column sort for quick reordering.",None - create 30 products with prices,"Sort A to Z / Z to A buttons, Sort dialog, ascending/descending, single-column sort","7 criteria, 100 pts",75 pts,"Excel file with products before/after sort, sorted list screenshot, documentation (100 words)",Excel Sorting/Filtering - START
197,🆕 NEW,Multi-Level Sort,"Employee list: sort by (1) Department alphabetically, then (2) within each department, sort by Salary descending. Two-level sort creates organized hierarchy.",None - create 40 employees with departments and salaries,"Sort dialog, Add Level, sort by multiple columns, primary/secondary sort, sort order per level","9 criteria, 100 pts",75 pts,"Excel file with multi-level sort, hierarchical result screenshot, Sort dialog screenshot, documentation (150 words)",Excel Sorting/Filtering
198,🆕 NEW,Custom Sort Order,"Months need to sort Jan, Feb, Mar... not alphabetically (Apr, Aug, Dec...). Create custom list for month order. Excel recognizes and sorts correctly.",None - create 12 rows with month names randomly ordered,"Custom Lists (File > Options), Sort by custom list, creating new custom lists, month/day defaults","9 criteria, 100 pts",75 pts,"Excel file with months, custom sort result, Custom Lists dialog screenshot, documentation (150 words)",Excel Sorting/Filtering
199,🆕 NEW,AutoFilter Basics,Large product catalog. Enable AutoFilter to show dropdown arrows on headers. Filter to show only Electronics category. Interactive filtering without formulas.,None - create 50 products with multiple categories,"AutoFilter (Data tab or Ctrl+Shift+L), dropdown filters, selecting/deselecting values, clearing filters","8 criteria, 100 pts",75 pts,"Excel file with AutoFilter enabled, filtered view screenshot, filter dropdown visible, documentation (150 words)",Excel Sorting/Filtering
200,🆕 NEW,Multiple Filters Applied,Product list: filter to show (1) Category = Electronics AND (2) Price > $500. Multiple criteria narrow results. Both conditions must be true.,None - create 60 products with categories and prices,"Multiple AutoFilters, combining conditions (AND logic), filter status indicators, complex filtering","9 criteria, 100 pts",75 pts,"Excel file with multiple filters active, filtered results screenshot, active filters visible, documentation (150 words)",Excel Sorting/Filtering
