#,Type,Scenario Name,Problem Summary,Prerequisites,Tool Features,Success Criteria,Min Pass,Deliverables,Chain/Category
271,🆕 NEW,Filter Rows with Conditions,"Large dataset needs filtering: only 2024 data, only Active status, only amount >$100. Apply filters in Power Query keeps only matching rows.",None - create large dataset,"Filter Rows, filter by value/condition, date filters, text filters, number filters, combining filters","10 criteria, 100 pts",80 pts,"Excel file with filtered data, filter steps visible, documentation (150 words)",Excel Power Query
272,🆕 NEW,Change Data Types Properly,"Imported data: dates as text, numbers as text, percentages wrong. Change Type ensures correct data types for calculations and sorting.",None - create data with wrong types,"Change Type, data type detection, locale settings, date formats, percentage/currency types","10 criteria, 100 pts",80 pts,"Excel file with corrected types, type indicators, documentation (150 words)",Excel Power Query
273,🆕 NEW,Replace Values for Standardization,"Data has variations: ""USA"", ""U.S.A."", ""United States"" should all be ""USA"". Replace Values standardizes.",None - create inconsistent data,"Replace Values, find and replace, entire cell vs contains, case sensitivity","9 criteria, 100 pts",75 pts,"Excel file with standardized values, replacement steps, documentation (150 words)",Excel Power Query
274,🆕 NEW,Remove Duplicate Rows,"Imported data has duplicate customer records. Remove Duplicates based on CustomerID keeps first occurrence, deletes rest.",None - create data with duplicates,"Remove Duplicates, column selection for comparison, keeping first vs last","9 criteria, 100 pts",75 pts,"Excel file with duplicates removed, before/after counts, documentation (150 words)",Excel Power Query
275,🆕 NEW,Add Index Column,"Need unique row number for each record. Add Index Column creates sequential numbering (1, 2, 3...). Useful for sorting back to original order.",None - any dataset,"Add Index Column, start from 0 vs 1, custom start/increment","8 criteria, 100 pts",75 pts,"Excel file with index column, sequential numbering, documentation (100 words)",Excel Power Query
276,🆕 NEW,Extract Text Portions,"Email addresses: extract username before @, domain after @. Text extraction operations in Power Query.",None - create email data,"Text Before Delimiter, Text After Delimiter, Extract > Length/Range/Delimiter","10 criteria, 100 pts",80 pts,"Excel file with extracted text, parsed email components, documentation (150 words)",Excel Power Query
277,🆕 NEW,Date Column Operations,"Date column needs: Year, Quarter, Month, Day as separate columns for analysis. Extract date parts in Power Query.",None - create date data,"Date > Year/Quarter/Month/Day/Week of Year, date part extraction, date formatting","10 criteria, 100 pts",80 pts,"Excel file with date components, extracted parts, documentation (150 words)",Excel Power Query
278,🆕 NEW,Parameter for Dynamic Filtering,"Report needs flexible year filter. Create Year parameter, reference in filter. Change parameter value, entire query updates. Dynamic queries.",None - create multi-year data,"Manage Parameters, parameter creation, data types, current value, referencing parameters in filters","12 criteria, 100 pts",85 pts,"Excel file with parameter, dynamic filtering demo, parameter management, documentation (200 words)",Excel Power Query
279,🆕 NEW,M Functions and Formulas,"Advanced M code: List.Dates for date sequences, Table.AddColumn for calculations, Text.Proper for case. Understanding M language functions.",None - create scenario needing M functions,"M language functions, List.*, Table.*, Text.*, Date.*, each keyword, function syntax","13 criteria, 100 pts",85 pts,"Excel file with M functions used, Advanced Editor code, documentation (250 words on M language)",Excel Power Query
280,🆕 NEW,Query Folding Verification,Power Query sends operations to data source (database/SQL) = folding. Operations in Excel = not folding (slow). View Native Query to verify folding. Performance optimization.,None - database connection or demonstrable scenario,"Query folding, View Native Query, foldable operations, non-foldable operations, performance impact","12 criteria, 100 pts",85 pts,"Excel file showing folded queries, Native Query view, folding verification, documentation (250 words)",Excel Power Query
281,🆕 NEW,Advanced Array Formulas,Pre-Excel 365: Complex calculations across arrays. {=SUM((A2:A10>100)*(B2:B10))} counts rows where A>100 AND B>0. Array logic with Ctrl+Shift+Enter.,None - create data for array operations,"Legacy array formulas {}, array operations, boolean arrays, array constants, multi-cell array formulas","12 criteria, 100 pts",85 pts,"Excel file with array formulas, CSE formulas working, documentation (250 words) - note Excel 365 vs legacy",Excel Advanced Techniques - START
282,🆕 NEW,Custom Number Formats,"Display numbers uniquely: [Green]Positive;[Red]Negative;[Blue]Zero;""N/A"" for text. Custom format codes control display without changing values.",None - create numeric data with positive/negative/zero,"Custom number format syntax, color codes [Color], sections (positive;negative;zero;text), conditions","11 criteria, 100 pts",80 pts,"Excel file with custom formats, color-coded numbers, format code documentation (200 words)",Excel Advanced Techniques
283,🆕 NEW,Conditional Formatting with Formulas,"Highlight entire row if Status=""Overdue"". Formula-based conditional formatting: =$E2=""Overdue"" applies to A2:Z2. Dynamic row highlighting.",None - create table with status column,"New Rule > Use formula, absolute vs relative references in formulas, applies to range, formula logic","11 criteria, 100 pts",80 pts,"Excel file with formula-based formatting, highlighted rows, rule formula screenshot, documentation (200 words)",Excel Advanced Techniques
284,🆕 NEW,Dynamic Data Validation Lists,Category dropdown changes based on Department selection. Use INDIRECT for dynamic list source. Dependent dropdowns from named ranges.,None - create hierarchical data (Dept > Categories),"Data Validation with INDIRECT, named ranges for lists, dependent dropdowns, dynamic list sources","12 criteria, 100 pts",85 pts,"Excel file with dependent dropdowns, cascading lists demo, documentation (250 words)",Excel Advanced Techniques
285,🆕 NEW,Dependent Dropdowns with Tables,Department dropdown affects Category dropdown which affects Product dropdown. Three-level dependency using structured references and INDIRECT.,None - create three-level hierarchy,"Multi-level dependent dropdowns, Excel Tables for dynamic ranges, INDIRECT with structured references","13 criteria, 100 pts",85 pts,"Excel file with three-level dropdowns, cascading demo, documentation (250 words)",Excel Advanced Techniques
286,🆕 NEW,Advanced Charting Techniques,"Combination chart: columns for sales, line for target, area for confidence interval. Multiple chart types, dual axes, custom formatting. Complex visualization.",None - create data with multiple metrics,"Combo charts, secondary axis, chart overlay, custom chart types, advanced chart design","13 criteria, 100 pts",85 pts,"Excel file with advanced chart, professional visualization, documentation (250 words)",Excel Advanced Techniques
287,🆕 NEW,Form Controls for Interactivity,"Interactive dashboard: dropdown (Form Control) changes scenario displayed. Combo Box linked to cell, formulas reference that cell. User-driven scenarios.",None - create scenario analysis model,"Developer tab, Form Controls (not ActiveX), combo box/list box/spin button, cell link, formula integration","12 criteria, 100 pts",85 pts,"Excel file with form controls, interactive demo, control properties screenshot, documentation (250 words)",Excel Advanced Techniques
288,🆕 NEW,Named Formula (Name Manager),"Complex calculation used in 20 places: Margin = (Revenue-Cost)/Revenue. Define as named formula, use like function. One definition, many uses.",None - create scenario needing repeated calculation,"Name Manager, defining formula as name, using named formulas, refers to field, scope (workbook/sheet)","11 criteria, 100 pts",80 pts,"Excel file with named formulas, usage across sheets, Name Manager screenshot, documentation (200 words)",Excel Advanced Techniques
289,🆕 NEW,Excel Tables Structured References,Convert range to Table (Ctrl+T). Use [@Column] syntax in formulas. Table automatically expands with new rows. Dynamic structured references.,None - create data range,"Insert Table, structured references ([@], [Column]), table expansion, calculated columns in tables","11 criteria, 100 pts",80 pts,"Excel file with Tables, structured reference formulas, auto-expansion demo, documentation (200 words)",Excel Advanced Techniques
290,🆕 NEW,VBA Macro Basics,"Repetitive task: format report monthly (same steps every time). Record macro, run with button. Introduction to automation with VBA.",None - create report template,"Record Macro, Macro dialog, running macros, assign to button, Developer tab, security settings","12 criteria, 100 pts",85 pts,"Excel file with macro, recorded code in VBA editor, button trigger, documentation (250 words) - note macro-enabled file",Excel Advanced Techniques - VBA
291,🆕 NEW,Power Pivot - Large Dataset,Excel worksheet limit: 1M rows. Power Pivot data model handles 100M+ rows. Load large dataset into Power Pivot for analysis beyond worksheet limits.,"None - create/obtain large dataset, Power Pivot add-in required","Power Pivot add-in, Add to Data Model, Manage Data Model, PivotTable from Data Model","12 criteria, 100 pts",85 pts,"Excel file with Power Pivot model, large dataset loaded, pivot from model, documentation (250 words)",Excel Advanced Techniques - Power Pivot
292,🆕 NEW,DAX Calculated Columns in Power Pivot,Power Pivot table needs calculated column. DAX formula in Power Pivot: Profit = [Revenue] - [Cost]. Similar to Excel formulas but DAX syntax.,Assignment #291 (Power Pivot model),"Power Pivot window, DAX calculated columns, [ColumnName] syntax, DAX vs Excel formulas","10 criteria, 100 pts",80 pts,"Excel file with DAX calculated column, Power Pivot screenshot, documentation (200 words)",Excel Advanced Techniques - Power Pivot
293,🆕 NEW,DAX Measures in Power Pivot,"Measures aggregate data: Total Sales := SUM([Amount]). Use := for measures, = for columns. Measures recalculate based on pivot filters.",Assignment #291 (Power Pivot model),"DAX measures, := syntax, SUM/AVERAGE/COUNT, measure vs calculated column, implicit vs explicit measures","11 criteria, 100 pts",80 pts,"Excel file with DAX measures, measure in pivot, documentation (200 words)",Excel Advanced Techniques - Power Pivot
294,🆕 NEW,Time Intelligence with DAX,"Year-over-year comparison: Sales YoY = CALCULATE([Total Sales], SAMEPERIODLASTYEAR(Dates[Date])). DAX time intelligence for period comparisons.",Assignment #291 (Power Pivot with Date table),"DAX time intelligence, TOTALYTD, SAMEPERIODLASTYEAR, DATEADD, date table requirement","12 criteria, 100 pts",85 pts,"Excel file with time intelligence measures, YoY comparison pivot, documentation (250 words)",Excel Advanced Techniques - Power Pivot
295,🆕 NEW,Relationships in Power Pivot,Sales table and Products table in Power Pivot. Create relationship on ProductID. Enables product attributes in sales analysis. Data model relationships.,Assignment #291 (Power Pivot with multiple tables),"Diagram View, creating relationships, cardinality, active relationships, relationship properties","12 criteria, 100 pts",85 pts,"Excel file with relationships, Diagram View screenshot, multi-table pivot, documentation (250 words)",Excel Advanced Techniques - Power Pivot
296,🆕 NEW,What-If Parameter Analysis,"Price sensitivity: see revenue impact at different price points ($10, $15, $20, $25). Create What-If Parameter, incorporate in calculations. Scenario modeling.",None - create pricing model,"Analysis > What-If Analysis > Data Table, scenario parameters, sensitivity tables, tornado charts","12 criteria, 100 pts",85 pts,"Excel file with What-If parameter, sensitivity analysis, parameter slicer, documentation (250 words)",Excel Advanced Techniques
297,🆕 NEW,Advanced Solver Applications,"Complex optimization: maximize profit with 10 decision variables, 20 constraints (material, labor, demand, capacity). Non-linear relationships. Advanced Solver techniques.",None - create optimization model,"Solver Options, GRG Nonlinear, Evolutionary, constraint types, precision settings, Solver reports","14 criteria, 100 pts",90 pts,"Excel file with complex Solver model, optimal solution, Solver reports, documentation (300 words)",Excel Advanced Techniques
298,🆕 NEW,Sensitivity Analysis Table,Profit depends on Sales Volume AND Unit Price (two variables). Create two-way data table showing profit at all combinations. Matrix of outcomes.,None - create profit model,"Two-variable data table, row input cell, column input cell, matrix of results, scenario analysis","11 criteria, 100 pts",80 pts,"Excel file with 2D sensitivity table, profit matrix, documentation (200 words)",Excel Advanced Techniques
299,🆕 NEW,Monte Carlo Simulation,Risk analysis: sales forecast has uncertainty. Run 1000 simulations with random variables. Probability distribution of outcomes. Statistical modeling.,None - create model with uncertain variables,"RAND(), RANDBETWEEN(), NORM.INV() for normal distribution, data table for iterations, analyzing distribution","13 criteria, 100 pts",85 pts,"Excel file with Monte Carlo simulation, distribution of outcomes, histogram/percentiles, documentation (300 words)",Excel Advanced Techniques
300,🆕 NEW,Financial Modeling - DCF Valuation,"Company valuation using Discounted Cash Flow. Project 5-year cash flows, calculate terminal value, discount to present value. Complete financial model.",None - create DCF model structure,"NPV(), IRR(), XNPV(), cash flow projections, WACC, terminal value, sensitivity to assumptions","15 criteria, 100 pts",90 pts,"Excel file with DCF model, valuation output, sensitivity analysis, documentation (350 words)",Excel Advanced Techniques - Financial Modeling
